id,created_at,favorite_count,retweet_count,text
1412427610483793926,2021-07-06 15:05:58,109.0,21.0,I block negativity I'm really not the bigger person 💖
1412426610263957508,2021-07-06 15:02:00,23.0,9.0,"Religious organisations in KwaZulu-Natal have urged worshippers across the country to comply with the stricter lockdown restrictions. | @WitnessKZN 

https://t.co/eGWtGoSMFA"
1412425678704713728,2021-07-06 14:58:18,383.0,196.0,Take your time so it’s right ✨
1412424700559568904,2021-07-06 14:54:24,154.0,3.0,Hi boo....❤🥰 https://t.co/A4VWhd401F
1412423126802210818,2021-07-06 14:48:09,4.0,2.0,"This Ngcukayithobi guy is overrated, just big MEDULA OBLONGATA english no legal sound points but what are we gonna say the THUMAMINA MEDIA Promotes him😂"
1412422774556172291,2021-07-06 14:46:45,90.0,15.0,"According to bab Mlungisi, his daughter needs to call before she visits home. Hayi it's tough kwa mjolo! 😆 😂 https://t.co/RjbnsuDahd"
1412422769816616960,2021-07-06 14:46:44,0.0,0.0,They must import Cuban stocko as well https://t.co/tiWGB7LViH
1412422712367140880,2021-07-06 14:46:30,1.0,1.0,😂😂😂😂😂😂😂 https://t.co/9A78y7kfIR
1412422378211184642,2021-07-06 14:45:11,7.0,3.0,"They have wowed audiences on the big screen with their award-winning performances but these actors can also drive race cars in real life. | @Wheels24 

https://t.co/1SAecyWLyZ"
1412422373920419855,2021-07-06 14:45:10,18.0,2.0,VOTE VOTE VOTE #947DriveWithThando https://t.co/bgygKevexs
1412421435784675335,2021-07-06 14:41:26,5.0,0.0,DADDY HINDS! Congrats! 💛💛 https://t.co/eVAHsctYx9
1412421195841081348,2021-07-06 14:40:29,37.0,16.0,"Violence monitor, Mary de Haas, has praised the police’s handling of the volatile situation in Nkandla. | @WitnessKZN 

https://t.co/LOYeecKVRs"
1412421087737090059,2021-07-06 14:40:03,32.0,0.0,It’s all out war between @SPHEctacula &amp; @DJNAVES in #TheKingsSuite #RoyalDash https://t.co/aWtAeB1NEp
1412420651038691343,2021-07-06 14:38:19,52.0,22.0,"The uMkhonto weSizwe military veterans, who are currently camping outside former president Jacob Zuma's Nkandla homestead, on Tuesday continued to ignore the directive from the ANC to disband the MK ex-combatants' leadership structures. | @WitnessKZN 

https://t.co/oMpHXLHy0Y"
1412419371763474445,2021-07-06 14:33:14,153.0,33.0,No they didn't 😭😂😂 https://t.co/qYK7wJzK7R
1412418682442162183,2021-07-06 14:30:30,27.0,13.0,"Simplifying the POPI Act – This is how it is going to change your life | @DrumMagazine 

https://t.co/l0KsdXsvdZ"
1412418267944214532,2021-07-06 14:28:51,13.0,6.0,The best president ever is now becoming a full communist. https://t.co/sjnIXvknC4
1412418012523675650,2021-07-06 14:27:50,36.0,3.0,What’s happening with the youth hey?😭😭
1412417546104475660,2021-07-06 14:25:59,0.0,0.0,"The IT HUB is currently closed for a deep clean until further notice. If you need any tech assistance, please log a request on https://t.co/c9zzBctDr1 and a technician will assist you online. https://t.co/lVg8oI0yle"
1412417267883724816,2021-07-06 14:24:52,131.0,7.0,it’s been horrible these last few months.. I hope you are okay even though it’s currently so hard!
1412417177211314182,2021-07-06 14:24:31,335.0,54.0,"There’s self appointed intellects, to them your abilities are not good enough when you post your talents or smart enough when you have an opinion. They are very close to damaging the reality of how you see yourself, DO NOT ALLOW THAT."
1412416405975318531,2021-07-06 14:21:27,77.0,9.0,"LIVE | Du Plessis: this court cannot come to Mr Zuma's aid. Mr Zuma has no prospects of success in his rescission application. 

https://t.co/JbkGUNEybM https://t.co/fSjZC1tHJ2"
1412415839991631879,2021-07-06 14:19:12,31.0,4.0,"The rescission of the Constitutional Court's contempt judgment is an extraordinary one and should not be taken lightly, former president Jacob Zuma's advocate Dali Mpofu SC told the KwaZulu-Natal High Court in Pietermaritzburg on Tuesday. | @J_chabalala 

https://t.co/gUAkZNyc3o"
1412415463712333835,2021-07-06 14:17:42,83.0,5.0,Going on a Hunting trip with my kettle soon😅.
1412415447773888512,2021-07-06 14:17:38,0.0,0.0,If I sleep at all. 🙂
1412415214079856651,2021-07-06 14:16:43,4.0,0.0,I’m most likely gonna sleep for 2 hours again. 🥲
1412414936471506946,2021-07-06 14:15:36,12.0,1.0,@News24 @BISouthAfrica Hunting with Mr Smeg😅. I am gonna go Hunting with My Kettle 😅.
1412414838551330816,2021-07-06 14:15:13,25.0,12.0,"Bessie Head’s novels play out in eastern Botswana, where she settled down to write. But why did she write and why is her journalism unjustly neglected? | @arts24_sa 

https://t.co/fCRisIpW7I"
1412414435587760134,2021-07-06 14:13:37,31.0,4.0,Hunting with Mr Smeg 😅. https://t.co/O5vrlJshlU
1412414032343179270,2021-07-06 14:12:01,26.0,16.0,"The National Prosecuting Authority had backtracked on its statement that Interpol had issued red notices for the Gupta family. | @AlexMitchley 

https://t.co/V8S0Yee9Ej"
1412413971638931458,2021-07-06 14:11:46,24.0,0.0,Two more exam papers . https://t.co/E3y6eqS8GV
1412413543601917957,2021-07-06 14:10:04,5.0,1.0,"Can we get a ""fuck the CCP?"" https://t.co/syl8CeDKyz"
1412413535817175053,2021-07-06 14:10:02,13.0,1.0,#SweetSpot today is Morafe with The Whole Thang. Share your memories in music via VN to 0681999999 #TheKingsSuite https://t.co/KOOcaeoj05
1412412633064558609,2021-07-06 14:06:27,63.0,1.0,You had me at proposal. https://t.co/CM6v27TfZi
1412412192130056198,2021-07-06 14:04:42,2.0,0.0,"One thing about Siya? He’ll let me rest, and you know what? I respect that. ❤️"
1412412082235060239,2021-07-06 14:04:16,1.0,0.0,Adding the re up half coal too late on the kop. &lt;&lt;&lt;
1412412002039910406,2021-07-06 14:03:57,0.0,0.0,Now I’m gonna be late to a study session in MY room. 💀
1412411634929262607,2021-07-06 14:02:29,7.0,0.0,Not me setting our study session to 4 pm and only waking up now? 💀
1412411625370537986,2021-07-06 14:02:27,194.0,23.0,"LIVE | Du Plessis: Mr Zuma made his own prison bed, he must now lie in in it. He is not entitled to special treatment, he adds. 

https://t.co/MleX1A5S1K https://t.co/cWsDwb7l8f"
1412411504658366464,2021-07-06 14:01:58,9.0,1.0,Oh my goodness 😭😭😭 https://t.co/z9fHJSYs3f
1412411477324095490,2021-07-06 14:01:52,11.0,3.0,"The second episode in the @Health24com vaccine information series, Cheleka Mpande sums up what vaccines do and how they work in the human body. 

https://t.co/hjgUVt1MKS"
1412411383384260612,2021-07-06 14:01:29,16.0,3.0,Afrikaaner Forum for you https://t.co/UXJjaBva3k
1412411219944804361,2021-07-06 14:00:50,510.0,62.0,"Women who date broke men think their relationship is genuine, The guy is just loyal because he can’t afford other woman."
1412411116152557574,2021-07-06 14:00:26,15.0,0.0,https://t.co/Di0gZpWFN9
1412411103783665671,2021-07-06 14:00:23,16.0,0.0,Lord knows I needed this 🙏🏿 https://t.co/ntJ8j3xJUw
1412411071982444558,2021-07-06 14:00:15,9.0,0.0,#ConnectingRoom- How do you celebrate anniversaries in your relationship? Call 0891103377 or WhatsApp 0681999999 #TheKingsSuite https://t.co/8CZITWXQyr
1412410953132564480,2021-07-06 13:59:47,297.0,48.0,Get To Know Love Island SA S1 winners Thimna &amp; Libho (LIMNA) Q&amp;A. #LifeW... https://t.co/vmTlJap2dT via @YouTube https://t.co/gX9eQIdGgb
1412410946606280717,2021-07-06 13:59:45,253.0,43.0,Get To Know Love Island SA S1 winners Thimna &amp; Libho (LIMNA) Q&amp;A. #LifeW... https://t.co/OsuwR2Emy5 via @YouTube https://t.co/FSIXuKbjey
1412410784752230402,2021-07-06 13:59:07,1.0,0.0,🤣❤️I love this mna! https://t.co/djBnMOY67Z
1412410684864872456,2021-07-06 13:58:43,50.0,4.0,Every men for himself
1412410164557254661,2021-07-06 13:56:39,16.0,0.0,uSizwe!!! https://t.co/pzB2yjM0QJ
1412410151353597970,2021-07-06 13:56:36,21.0,3.0,"Who is everyone..??  Speak for yourself.

So I can deal with you individually, I don't like people walking with crowds https://t.co/PWX5gOL82Y"
1412409803595522048,2021-07-06 13:55:13,31.0,4.0,"“uTyler (icu) uthela iperry ngathi isauce” 

#AmapianoDoubleEntendre"
1412409386262269953,2021-07-06 13:53:33,18.0,2.0,And you say I Qoute '' we've noted '' wena le mang??? Am not biased or taking any sides.. Dealing with facts only https://t.co/Kz68e0XrRG
1412409219404476420,2021-07-06 13:52:53,303.0,52.0,"LIVE | Ngcukaitobi: Zuma a 'serial, recalcitrant law-breaker' whose application should fail and he should pay costs

https://t.co/7Rkh1Xsqg3 https://t.co/sWK8V7lUao"
1412407273629102093,2021-07-06 13:45:09,10.0,2.0,"Tropical storm Elsa was moving over the Florida Straits toward the southern US state on Tuesday after battering Cuba with drenching rain and strong winds, but left the Caribbean island without major damage.

https://t.co/urzMDoYGgt"
1412407148294901765,2021-07-06 13:44:40,5.0,0.0,"I will never tweet thing you want to hear. Y'all are disrespectful, and that response serve him well..

I crash balls https://t.co/vO3r8Uq0dL"
1412407033664524293,2021-07-06 13:44:12,362.0,73.0,"LIVE | Ngcukaitobi slams Cele letter to the ConCourt as ""nonsensical"", says Zuma arrest order ""remains operative""

https://t.co/yJbGMYI9Zh https://t.co/DY4A0ipfa4"
1412404961577734145,2021-07-06 13:35:58,155.0,22.0,"LIVE | Ngcukaitobi says Zuma has ""been expressly invited"" by the Inquiry ""to approach the Constitutional Court"" for a stay of the execution of the committal orders against him. He has not done so, the advocate says.

https://t.co/5V0XmMTrsB https://t.co/i4wcUqcIZN"
1412404747844325382,2021-07-06 13:35:07,130.0,25.0,Dear South African🇿🇦 Youth  register to vote
1412404566688161801,2021-07-06 13:34:24,12.0,1.0,Don't you have evidence of this? Or you will proof us to court about your allegations? https://t.co/h9V5wkTKXS
1412404342754316291,2021-07-06 13:33:31,21.0,1.0,"Mina uma ngivuka we dali
Ngicabanga wena ekhanda lami
Ngiyazi uyazibuza ke manje
Ukuthi why ngingakuqondi ngikutshele lendaba
Hay ukuthi ngiyakusaba 
Indlela engikuhlonipha ngayo

#Sbali ♥️🔥 

https://t.co/12YMuaGWWy
https://t.co/sYJ4tyyrAu https://t.co/Zk9EmaZ9TH"
1412403980131504131,2021-07-06 13:32:04,36.0,4.0,"Tonight on #TheEstateOn3
Muzi and Siya get caught digging up Tumelo’s bones in the middle of the night. Boikanyo thinks he’s going to get bail. Leah comes up with a great marketing plan for Suzaan. https://t.co/2K20J5wQ6E"
1412403974137843713,2021-07-06 13:32:03,49.0,18.0,"A major corruption case hasn't been prosecuted in South Africa in the past 10 years. This resulted in a lack of experience building in the NPA, ID head Hermione Cronje said. | @nickymccain 

https://t.co/lFeZ9PkgZ0"
"{'id': 1412434302181285894, 'id_str': '1412434302181285894', 'indices': [36, 59], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1412434302181285894/pu/img/c4hmEAKKheycK5QU.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1412434302181285894/pu/img/c4hmEAKKheycK5QU.jpg', 'url': 'https://t.co/enOYdRMjjC', 'display_url': 'pic.twitter.com/enOYdRMjjC', 'expanded_url': 'https://twitter.com/Shoun_B/status/1412434424008949766/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 640, 'h': 1138, 'resize': 'fit'}, 'large': {'w': 640, 'h': 1138, 'resize': 'fit'}, 'small': {'w': 382, 'h': 680, 'resize': 'fit'}}}",,,,
